ID,Sale_Category,Product_Source_ID,Product_Associate_ID,Distance
4718,Additive,17,32,39.2
4719,Additive,26,48,70.45
4720,Associative,23,71,9.95
4721,Associative,56,71,9.01
4722,Additive,52,20,14.5
4723,Additive,48,89,56.69
4724,Associative,20,35,15.75
4725,Associative,2,24,28.48
4726,Associative,88,40,65.04
4727,Associative,31,77,2.55
4728,Associative,27,52,18.84
4729,Associative,2,39,93.06
4730,Additive,78,68,66.69
4731,Associative,4,61,31.25
4732,Associative,13,76,5.49
4733,Additive,100,81,59.02
4734,Associative,35,65,23.06
4735,Associative,72,62,96.06
4736,Associative,66,81,69.01
4737,Associative,6,2,97.44
4738,Associative,31,6,85.04
4739,Additive,10,75,48.82
4740,Associative,21,43,67.29
4741,Additive,74,82,81.4
4742,Additive,23,40,58.24
4743,Associative,3,89,7.09
4744,Additive,32,39,47.57
4745,Associative,20,28,13.93
4746,Additive,74,80,71.77
4747,Additive,29,63,68.38
4748,Associative,52,64,99.3
4749,Associative,46,12,63.25
4750,Associative,34,41,80.21
4751,Associative,84,29,27.56
4752,Associative,61,23,34.66
4753,Additive,72,85,91.79
4754,Additive,71,80,75.76
4755,Additive,70,51,65.87
4756,Additive,11,45,26.15
4757,Additive,82,90,70.16
4758,Additive,93,22,88.79
4759,Additive,89,10,23.85
4760,Associative,63,7,70.91
4761,Associative,21,73,39.98
4762,Additive,3,89,12.76
4763,Additive,82,15,76.58
4764,Associative,88,77,17.55
4765,Associative,10,46,26.04
4766,Associative,27,90,78.51
4767,Associative,12,85,74.47
4768,Additive,7,87,26.16
4769,Associative,17,61,94.16
4770,Additive,65,92,22.31
4771,Additive,64,61,99.37
4772,Additive,26,51,74.05
4773,Associative,15,38,39.86
4774,Associative,33,12,13.9
4775,Additive,62,88,32.73
4776,Additive,47,77,20.18
4777,Additive,95,66,62.56
4778,Associative,35,54,36.33
4779,Additive,65,39,30.21
4780,Associative,72,76,75.96
4781,Additive,76,39,23.83
4782,Additive,83,78,59.1
4783,Additive,25,30,20.27
4784,Associative,57,48,71.77
4785,Associative,32,83,62.89
4786,Additive,63,31,80.02
4787,Associative,12,25,7.78
4788,Additive,63,68,21.8
4789,Associative,77,51,16.29
4790,Associative,92,13,19.87
4791,Associative,1,100,11.2
4792,Additive,51,63,56.65
4793,Associative,70,42,59.75
4794,Associative,8,54,84.51
4795,Additive,68,67,42.36
4796,Additive,5,80,53.71
4797,Additive,89,90,99.14
4798,Additive,86,56,53.65
4799,Associative,92,19,57.78
4800,Associative,39,46,99.6
4801,Associative,23,15,99.42
4802,Associative,68,32,42.98
4803,Associative,52,49,63.86
4804,Additive,4,21,48.6
4805,Associative,47,65,72.35
4806,Associative,21,70,93.9
4807,Associative,56,27,31.66
4808,Additive,66,23,82.07
4809,Additive,59,47,65.83
4810,Associative,7,95,28.74
4811,Additive,49,12,79.93
4812,Additive,16,85,43.29
4813,Additive,17,66,12.92
4814,Additive,84,5,99.35
4815,Additive,87,9,43.14
4816,Additive,98,20,54.61
4817,Additive,75,82,80.99
4818,Associative,34,63,96.13
4819,Associative,33,86,87.42
4820,Additive,26,72,52.98
4821,Associative,66,98,55.02
4822,Associative,63,73,28.81
4823,Additive,87,71,46.82
4824,Associative,41,30,94.74
4825,Additive,86,82,72.97
4826,Additive,58,91,2.18
4827,Additive,98,16,12.53
4828,Associative,79,85,92.46
4829,Associative,10,5,85.02
4830,Associative,15,29,49.13
4831,Associative,42,47,62.08
4832,Additive,93,22,29.67
4833,Additive,57,78,79.49
4834,Associative,87,57,60.73
4835,Additive,17,83,69.79
4836,Additive,60,35,38.12
4837,Associative,9,88,43.61
4838,Additive,36,60,21.56
4839,Associative,73,70,94.86
4840,Additive,80,60,94.71
4841,Associative,36,58,81.96
4842,Additive,48,3,93.62
4843,Additive,51,34,66.87
4844,Associative,97,45,24.23
4845,Associative,95,50,76.26
4846,Associative,70,2,33.2
4847,Associative,74,15,44.61
4848,Additive,80,37,28.16
4849,Additive,68,15,42.94
4850,Associative,22,60,68.25
4851,Additive,77,96,11.95
4852,Associative,80,85,11.42
4853,Associative,93,64,68.69
4854,Additive,6,81,78.18
4855,Additive,26,98,55.6
4856,Associative,75,96,18.98
4857,Associative,88,52,43.64
4858,Associative,93,23,76.06
4859,Additive,3,99,68.89
4860,Additive,52,37,11.88
4861,Additive,74,41,96.95
4862,Additive,60,57,23.11
4863,Associative,63,97,22.82
4864,Associative,65,25,46.53
4865,Associative,52,37,33.4
4866,Associative,90,40,98.41
4867,Associative,76,85,8.57
4868,Associative,14,46,31.34
4869,Additive,89,60,38.89
4870,Additive,72,98,49.85
4871,Associative,68,19,2.62
4872,Associative,28,91,9.15
4873,Additive,71,9,26.52
4874,Additive,10,69,55.85
4875,Additive,57,5,77.01
4876,Additive,100,89,68.96
4877,Associative,66,26,57.14
4878,Associative,90,19,40.33
4879,Associative,50,30,87.2
4880,Associative,14,100,46.52
4881,Associative,16,48,30.63
4882,Additive,54,16,63.3
4883,Associative,43,71,69.52
4884,Additive,42,18,40.45
4885,Associative,81,56,3.79
4886,Associative,22,21,10.32
4887,Associative,68,31,84.71
4888,Associative,19,1,6.6
4889,Associative,66,3,59.61
4890,Additive,39,95,19.19
4891,Additive,73,25,23.66
4892,Additive,19,8,28.06
4893,Associative,16,65,4.79
4894,Associative,54,62,18.55
4895,Additive,25,7,65.4
4896,Associative,18,7,50.37
4897,Associative,23,8,79.94
4898,Additive,85,19,7.06
4899,Associative,11,17,89.0
4900,Additive,39,11,99.64
4901,Associative,68,49,2.56
4902,Additive,25,11,96.8
4903,Associative,63,41,24.35
4904,Associative,96,62,69.56
4905,Additive,30,52,29.96
4906,Associative,45,66,52.66
4907,Associative,90,68,51.53
4908,Additive,61,92,36.75
4909,Associative,100,97,72.04
4910,Additive,51,75,60.36
4911,Associative,98,67,51.32
4912,Associative,9,40,98.3
4913,Associative,76,5,94.06
4914,Associative,2,85,95.59
4915,Additive,5,22,88.25
4916,Associative,62,37,26.26
4917,Additive,69,11,35.65
4918,Associative,52,44,23.87
4919,Associative,86,86,98.63
4920,Associative,5,53,16.11
4921,Associative,59,77,37.28
4922,Additive,68,61,20.71
4923,Additive,9,67,23.12
4924,Additive,93,13,25.46
4925,Additive,22,92,64.33
4926,Associative,27,11,8.53
4927,Additive,10,11,57.68
4928,Additive,80,85,82.11
4929,Associative,61,85,76.89
4930,Associative,51,7,15.97
4931,Associative,10,17,91.56
4932,Associative,6,48,77.24
4933,Additive,62,14,1.52
4934,Additive,5,63,74.0
4935,Associative,70,64,74.0
4936,Associative,63,97,50.18
4937,Associative,56,75,5.55
4938,Additive,59,77,58.41
4939,Additive,63,65,76.81
4940,Associative,89,34,27.82
4941,Associative,59,9,67.04
4942,Additive,51,77,36.04
4943,Associative,50,37,57.81
4944,Associative,4,30,39.07
4945,Additive,48,41,31.07
4946,Associative,32,45,85.74
4947,Additive,51,47,75.63
4948,Associative,52,7,35.2
4949,Associative,99,14,44.03
4950,Additive,74,48,69.48
4951,Additive,34,6,81.3
4952,Associative,36,34,68.75
4953,Additive,70,80,54.55
4954,Associative,43,100,95.48
4955,Associative,16,46,77.64
4956,Additive,59,59,12.44
4957,Associative,53,70,56.26
4958,Associative,19,8,41.55
4959,Additive,98,24,79.7
4960,Additive,89,67,5.42
4961,Associative,95,4,41.66
4962,Additive,41,96,32.51
4963,Additive,81,1,14.98
4964,Additive,47,34,38.5
4965,Additive,94,9,67.61
4966,Associative,54,63,36.81
4967,Associative,55,76,58.42
4968,Associative,95,10,59.69
4969,Additive,19,10,59.12
4970,Additive,62,50,53.42
4971,Additive,99,44,12.58
4972,Additive,93,48,22.63
4973,Additive,59,87,80.21
4974,Additive,65,6,50.73
4975,Additive,68,88,70.9
4976,Associative,28,24,57.42
4977,Associative,18,85,4.83
4978,Additive,26,95,79.83
4979,Additive,19,58,7.37
4980,Additive,55,64,94.37
4981,Associative,57,94,22.32
4982,Associative,6,56,51.73
4983,Additive,1,98,7.3
4984,Additive,8,82,89.6
4985,Associative,97,12,98.01
4986,Associative,51,35,15.48
4987,Associative,85,71,30.28
4988,Associative,88,89,2.57
4989,Additive,25,6,78.91
4990,Associative,47,65,31.83
4991,Associative,55,80,59.29
4992,Additive,64,60,4.88
4993,Associative,83,68,71.83
4994,Associative,93,29,53.41
4995,Associative,10,38,72.77
4996,Additive,56,92,79.17
4997,Associative,12,22,9.84
4998,Additive,33,8,58.23
4999,Additive,71,63,65.34
5000,Associative,17,96,52.16
5001,Associative,61,97,19.06
5002,Associative,10,13,79.76
5003,Associative,31,27,99.75
5004,Additive,60,18,96.96
5005,Associative,70,18,77.98
5006,Associative,17,77,42.39
5007,Associative,50,86,34.39
5008,Additive,37,62,7.79
5009,Associative,82,14,42.21
5010,Associative,62,11,16.45
5011,Additive,90,86,26.18
5012,Additive,80,100,89.3
5013,Associative,72,17,96.88
5014,Associative,88,51,94.91
5015,Associative,77,96,20.14
5016,Associative,29,14,90.19
5017,Associative,32,57,15.01
5018,Additive,88,93,51.26
5019,Additive,80,6,64.72
5020,Associative,11,57,46.78
5021,Associative,96,4,95.23
5022,Additive,6,11,33.99
5023,Associative,35,74,53.21
5024,Associative,33,92,8.47
5025,Associative,18,11,85.37
5026,Associative,37,99,41.92
5027,Associative,13,79,70.35
5028,Additive,74,8,68.54
5029,Associative,90,84,67.95
5030,Associative,81,59,51.19
5031,Associative,64,21,28.47
5032,Additive,1,65,62.88
5033,Additive,63,93,96.22
5034,Additive,89,24,83.56
5035,Additive,34,30,11.77
5036,Associative,10,99,3.3
5037,Additive,84,97,50.4
5038,Associative,7,84,77.81
5039,Associative,56,57,32.08
5040,Additive,80,80,70.42
5041,Additive,37,73,93.26
5042,Additive,29,95,46.44
5043,Additive,12,17,25.17
5044,Additive,17,59,91.86
5045,Associative,48,31,47.75
5046,Additive,84,64,41.38
5047,Additive,26,48,35.98
5048,Additive,83,23,42.88
5049,Associative,12,70,67.69
5050,Additive,21,30,43.94
5051,Associative,42,55,33.1
5052,Additive,61,7,74.62
5053,Additive,58,75,21.09
5054,Associative,54,98,20.99
5055,Additive,34,12,69.95
5056,Associative,7,60,86.8
5057,Associative,35,52,24.88
5058,Associative,15,27,19.92
5059,Additive,65,12,67.36
5060,Additive,90,13,62.46
5061,Additive,99,72,45.28
5062,Associative,25,80,10.49
5063,Additive,59,62,10.09
5064,Associative,79,29,77.96
5065,Additive,86,35,45.73
5066,Associative,6,60,85.94
5067,Associative,52,29,57.9
5068,Associative,79,31,62.26
5069,Additive,88,77,93.49
5070,Associative,21,76,17.3
5071,Associative,71,61,54.76
5072,Associative,93,2,6.76
5073,Associative,96,33,36.53
5074,Associative,32,72,15.66
5075,Associative,53,62,19.6
5076,Additive,59,59,93.54
5077,Additive,69,40,61.46
5078,Associative,62,49,89.32
5079,Additive,4,32,44.91
5080,Additive,86,38,60.17
5081,Associative,18,92,4.18
5082,Associative,99,79,47.48
5083,Associative,81,87,56.84
5084,Additive,56,88,2.66
5085,Associative,24,13,79.16
5086,Additive,66,85,30.25
5087,Associative,13,54,45.8
5088,Additive,62,76,54.03
5089,Associative,54,13,99.23
5090,Associative,15,39,10.82
5091,Additive,69,23,55.97
5092,Additive,3,92,53.53
5093,Additive,37,14,7.82
5094,Additive,37,17,63.76
5095,Additive,3,24,29.4
5096,Additive,63,58,11.27
5097,Associative,35,63,18.69
5098,Additive,52,34,82.54
5099,Associative,87,51,11.31
5100,Associative,28,86,47.23
5101,Additive,94,10,20.33
5102,Associative,18,72,17.07
5103,Additive,36,21,21.37
5104,Additive,33,37,49.79
5105,Associative,64,7,24.54
5106,Associative,26,90,10.58
5107,Additive,48,13,80.34
5108,Additive,40,80,54.44
5109,Associative,17,30,16.53
5110,Associative,40,31,47.67
5111,Associative,7,5,7.77
5112,Associative,57,32,58.46
5113,Additive,8,16,34.69
5114,Additive,56,73,11.25
5115,Additive,31,22,19.18
5116,Additive,59,64,35.22
5117,Associative,58,44,80.83
5118,Associative,12,40,18.2
5119,Additive,48,37,11.86
5120,Additive,31,78,52.08
5121,Additive,83,16,56.31
5122,Additive,63,43,9.93
5123,Additive,74,84,29.16
5124,Additive,39,63,27.01
5125,Additive,76,15,19.44
5126,Additive,20,44,32.25
5127,Additive,48,90,4.67
5128,Associative,71,9,65.5
5129,Additive,54,65,98.86
5130,Associative,78,99,63.77
5131,Associative,75,44,36.75
5132,Additive,71,20,67.12
5133,Additive,29,70,57.58
5134,Associative,74,74,84.83
5135,Associative,93,33,62.57
5136,Additive,73,80,63.77
5137,Associative,100,100,22.94
5138,Additive,48,6,42.15
5139,Additive,74,83,35.1
5140,Additive,83,31,2.13
5141,Associative,56,66,32.01
5142,Associative,95,18,49.12
5143,Additive,17,28,60.39
5144,Associative,9,68,93.52
5145,Associative,97,65,24.67
5146,Associative,34,80,16.09
5147,Associative,45,45,87.08
5148,Associative,88,58,94.24
5149,Associative,9,47,49.31
5150,Associative,7,66,12.41
5151,Additive,16,52,49.05
5152,Associative,19,36,11.83
5153,Associative,6,1,88.44
5154,Associative,11,39,71.11
5155,Associative,76,87,24.87
5156,Associative,61,90,88.78
5157,Associative,42,75,64.15
5158,Associative,13,1,95.37
5159,Associative,12,75,98.07
5160,Additive,85,88,1.32
5161,Associative,74,74,12.9
5162,Associative,20,14,55.15
5163,Associative,50,78,95.63
5164,Associative,36,71,99.43
5165,Additive,92,23,57.17
5166,Additive,88,43,18.21
5167,Additive,69,22,17.14
5168,Additive,37,60,76.62
5169,Additive,12,100,59.6
5170,Additive,99,27,55.33
5171,Additive,40,56,47.11
5172,Additive,54,2,72.79
5173,Additive,2,39,85.95
5174,Additive,50,51,30.99
5175,Additive,41,19,22.87
5176,Additive,45,62,67.35
5177,Additive,9,71,91.56
5178,Additive,62,76,35.47
5179,Additive,86,67,27.97
5180,Additive,47,63,23.39
5181,Associative,5,5,26.19
5182,Additive,76,72,14.36
5183,Associative,1,78,60.08
5184,Additive,44,61,28.8
5185,Additive,22,100,61.88
5186,Associative,38,71,9.22
5187,Additive,19,7,12.43
5188,Associative,80,50,54.08
5189,Associative,31,46,51.64
5190,Associative,67,96,27.88
5191,Additive,87,72,82.89
5192,Additive,42,76,19.52
5193,Additive,82,74,36.71
5194,Associative,26,14,56.0
5195,Associative,13,73,86.85
5196,Additive,58,94,42.44
5197,Additive,18,69,40.46
5198,Additive,67,65,58.37
5199,Additive,87,65,32.35
5200,Additive,3,57,71.21
5201,Associative,55,62,25.62
5202,Associative,89,20,82.5
5203,Associative,91,75,27.96
5204,Additive,58,26,99.28
5205,Associative,63,44,32.33
5206,Associative,91,67,88.0
5207,Associative,52,70,40.34
5208,Associative,89,62,25.36
5209,Associative,24,45,23.39
5210,Additive,72,11,85.17
5211,Associative,9,72,31.57
5212,Additive,37,93,34.52
5213,Additive,94,74,20.5
5214,Additive,83,34,96.17
5215,Additive,53,88,25.23
5216,Additive,80,46,25.5
5217,Associative,24,81,94.45
5218,Associative,21,32,90.19
5219,Additive,100,75,25.64
5220,Additive,40,98,86.61
5221,Additive,62,88,25.73
5222,Associative,70,5,9.36
5223,Additive,69,63,82.22
5224,Associative,14,29,77.38
5225,Additive,42,48,30.17
5226,Associative,50,98,9.92
5227,Additive,61,16,21.44
5228,Associative,4,25,77.33
5229,Additive,72,72,96.51
5230,Associative,88,29,26.64
5231,Associative,75,52,82.01
5232,Associative,17,46,23.57
5233,Associative,85,25,68.28
5234,Associative,57,23,9.28
5235,Associative,90,34,58.94
5236,Associative,48,67,27.65
5237,Additive,44,94,92.66
5238,Additive,45,34,29.69
5239,Additive,91,32,40.45
5240,Additive,80,29,84.23
5241,Additive,90,9,44.39
5242,Associative,33,66,24.6
5243,Associative,31,57,55.21
5244,Associative,47,39,84.16
5245,Associative,6,7,43.88
5246,Associative,72,69,14.16
5247,Additive,71,8,38.93
5248,Additive,34,96,95.49
5249,Additive,53,18,8.13
5250,Additive,14,82,41.44
5251,Associative,16,49,65.15
5252,Associative,43,16,8.77
5253,Associative,73,21,35.15
5254,Additive,74,10,94.12
5255,Associative,81,4,4.03
5256,Additive,12,44,75.42
5257,Associative,70,8,84.3
5258,Associative,19,55,28.43
5259,Additive,41,19,22.26
5260,Associative,53,64,91.57
5261,Associative,29,40,76.64
5262,Additive,70,51,12.22
5263,Associative,59,9,22.01
5264,Additive,89,30,62.51
5265,Associative,64,56,42.52
5266,Associative,24,81,50.91
5267,Associative,89,44,95.2
5268,Associative,16,59,42.6
5269,Associative,52,15,88.29
5270,Associative,80,68,66.41
5271,Associative,6,70,13.04
5272,Associative,37,61,74.71
5273,Additive,85,80,52.5
5274,Additive,4,90,23.28
5275,Associative,98,23,29.67
5276,Associative,92,77,56.18
5277,Additive,38,47,60.57
5278,Associative,41,17,96.85
5279,Associative,92,57,85.62
5280,Additive,81,54,21.38
5281,Associative,14,91,77.63
5282,Associative,71,52,1.82
5283,Additive,86,22,13.85
5284,Associative,51,83,20.77
5285,Associative,65,39,60.12
5286,Additive,93,99,20.27
5287,Associative,52,13,37.16
5288,Additive,95,78,25.04
5289,Associative,30,95,34.4
5290,Associative,57,66,94.3
5291,Additive,79,52,99.74
5292,Additive,82,14,68.89
5293,Associative,99,73,57.66
5294,Additive,30,74,71.14
5295,Additive,98,63,77.39
5296,Associative,42,71,74.16
5297,Associative,11,28,9.11
5298,Associative,27,89,31.72
5299,Additive,24,46,35.0
5300,Additive,99,28,37.56
5301,Additive,39,2,35.09
5302,Additive,72,17,78.92
5303,Associative,18,59,75.01
5304,Additive,77,52,1.46
5305,Associative,45,4,30.34
5306,Additive,88,77,62.74
5307,Associative,87,82,12.91
5308,Associative,12,3,8.05
5309,Associative,49,37,83.01
5310,Additive,94,97,45.82
5311,Associative,31,24,85.71
5312,Associative,92,72,82.53
5313,Additive,22,35,89.44
5314,Associative,44,2,5.78
5315,Additive,92,33,19.43
5316,Additive,64,76,30.32
5317,Associative,77,86,14.49
5318,Associative,25,77,49.06
5319,Additive,51,10,80.1
5320,Associative,7,81,95.17
5321,Additive,6,62,89.07
5322,Additive,24,43,46.28
5323,Additive,19,69,64.01
5324,Associative,83,59,23.84
5325,Additive,100,9,40.9
5326,Associative,9,77,87.25
5327,Associative,36,60,3.89
5328,Associative,40,63,53.74
5329,Associative,93,52,87.41
5330,Additive,24,23,13.08
5331,Associative,48,30,98.27
5332,Additive,63,43,2.23
5333,Additive,69,68,88.73
5334,Associative,53,21,36.01
5335,Additive,54,43,14.14
5336,Additive,42,73,16.58
5337,Associative,45,7,70.42
5338,Additive,90,16,87.2
5339,Additive,14,23,64.47
5340,Additive,29,58,92.94
5341,Additive,6,87,84.41
5342,Associative,7,31,1.89
5343,Additive,37,69,67.27
5344,Additive,53,6,31.16
5345,Additive,18,65,46.0
5346,Additive,87,59,10.31
5347,Associative,38,28,28.93
5348,Additive,59,18,63.64
5349,Associative,1,88,22.62
5350,Additive,68,77,65.11
5351,Associative,44,97,92.38
5352,Associative,47,10,1.49
5353,Associative,35,7,78.79
5354,Associative,87,37,64.49
5355,Associative,91,96,5.62
5356,Additive,60,45,79.23
5357,Additive,90,86,23.23
5358,Additive,52,16,27.32
5359,Associative,8,88,10.26
5360,Additive,80,14,53.9
5361,Associative,41,11,50.32
5362,Associative,3,83,35.37
5363,Additive,96,87,17.71
5364,Additive,69,34,83.96
5365,Associative,84,60,87.76
5366,Associative,14,13,54.52
5367,Additive,96,39,25.18
5368,Additive,26,44,10.51
5369,Additive,70,28,86.99
5370,Additive,58,40,10.51
5371,Associative,100,16,2.3
5372,Additive,40,50,47.47
5373,Additive,51,28,73.4
5374,Additive,5,68,46.3
5375,Associative,77,92,6.09
5376,Associative,32,60,69.31
5377,Associative,80,12,64.59
5378,Associative,1,16,68.47
5379,Additive,77,53,21.91
5380,Associative,54,54,79.77
5381,Additive,11,49,48.44
5382,Additive,53,36,54.1
5383,Additive,8,62,55.04
5384,Additive,25,84,29.39
5385,Associative,40,26,25.76
5386,Associative,32,56,1.47
5387,Associative,88,90,40.26
5388,Additive,28,22,49.03
5389,Additive,78,73,74.54
5390,Additive,3,69,7.6
5391,Additive,100,81,92.47
5392,Additive,91,49,27.13
5393,Associative,84,98,37.31
5394,Additive,79,2,5.79
5395,Associative,62,53,65.66
5396,Additive,27,7,71.18
5397,Additive,45,100,92.95
5398,Associative,92,77,34.35
5399,Associative,25,20,26.48
5400,Additive,61,94,72.88
5401,Additive,44,30,70.97
5402,Additive,97,75,93.78
5403,Additive,46,95,21.33
5404,Associative,14,67,70.82
5405,Additive,8,59,7.62
5406,Associative,48,66,48.56
5407,Additive,14,3,12.82
5408,Associative,65,56,65.66
5409,Associative,80,79,60.55
5410,Additive,82,17,5.83
5411,Associative,7,52,32.64
5412,Additive,79,7,40.11
5413,Associative,88,5,25.56
5414,Additive,49,98,4.83
5415,Associative,55,97,32.56
5416,Additive,13,54,79.47
5417,Additive,73,61,36.65
5418,Associative,56,16,33.01
5419,Associative,56,67,94.23
5420,Associative,15,59,5.12
5421,Associative,57,47,76.96
5422,Additive,58,48,48.83
5423,Associative,35,64,94.5
5424,Additive,88,50,39.95
5425,Associative,97,85,71.1
5426,Additive,16,41,7.92
5427,Additive,8,72,92.95
5428,Additive,93,22,35.11
5429,Additive,87,54,52.88
5430,Associative,45,5,14.71
5431,Associative,95,17,94.61
5432,Additive,40,78,67.62
5433,Associative,54,41,6.34
5434,Associative,14,92,16.37
5435,Additive,59,95,40.58
5436,Associative,94,81,22.46
5437,Associative,53,35,31.16
5438,Associative,27,40,99.75
5439,Additive,47,22,66.21
5440,Associative,80,48,92.3
5441,Additive,6,53,44.14
5442,Associative,55,93,71.32
5443,Associative,97,10,46.51
5444,Associative,44,18,33.49
5445,Additive,18,99,52.4
5446,Additive,16,80,43.3
5447,Associative,12,49,98.07
5448,Additive,20,71,50.12
5449,Associative,45,30,81.3
5450,Additive,64,19,67.02
5451,Additive,59,55,48.48
5452,Associative,93,60,47.94
5453,Associative,94,87,34.85
5454,Associative,90,72,11.59
5455,Associative,22,81,76.39
5456,Additive,97,21,91.89
5457,Additive,47,26,22.58
5458,Additive,29,28,92.64
5459,Associative,86,39,24.0
5460,Associative,45,33,53.48
5461,Additive,77,40,35.02
5462,Associative,9,83,12.34
5463,Additive,24,29,6.23
5464,Additive,15,20,37.17
5465,Additive,36,20,5.69
5466,Additive,13,74,11.32
5467,Additive,91,12,15.09
5468,Associative,44,97,1.19
5469,Associative,71,25,16.17
5470,Associative,72,25,58.15
5471,Additive,78,4,82.13
5472,Additive,76,4,20.15
5473,Additive,36,9,9.01
5474,Additive,61,15,73.22
5475,Associative,81,26,1.81
5476,Associative,40,79,73.68
5477,Additive,93,90,13.98
5478,Additive,27,92,23.6
5479,Additive,1,71,12.89
5480,Associative,34,32,25.49
5481,Associative,68,76,80.02
5482,Associative,88,99,14.12
5483,Additive,21,52,99.42
5484,Additive,33,32,33.38
5485,Associative,7,9,92.27
5486,Additive,65,78,19.81
5487,Associative,3,13,19.6
5488,Additive,51,56,56.97
5489,Associative,79,44,6.01
5490,Additive,95,97,80.3
5491,Associative,54,96,44.52
5492,Associative,80,83,70.22
5493,Associative,74,30,18.29
5494,Associative,93,16,64.59
5495,Associative,59,12,59.81
5496,Associative,6,74,75.81
5497,Additive,29,66,30.44
5498,Additive,17,18,93.38
5499,Additive,60,13,96.17
5500,Associative,22,93,86.94
5501,Associative,24,24,57.63
5502,Additive,81,12,42.61
5503,Associative,85,60,6.74
5504,Associative,51,60,94.78
5505,Associative,50,93,95.23
5506,Associative,11,86,2.85
5507,Associative,56,100,36.33
5508,Additive,71,1,88.12
5509,Additive,42,43,9.0
5510,Additive,39,55,20.46
5511,Additive,69,40,97.89
5512,Additive,48,64,84.88
5513,Associative,57,34,91.29
5514,Associative,21,34,15.07
5515,Associative,82,48,21.92
5516,Associative,99,33,60.94
5517,Additive,20,68,50.67
5518,Additive,15,30,30.55
5519,Additive,69,84,88.5
5520,Associative,77,90,90.24
5521,Additive,51,79,29.88
5522,Associative,76,71,16.42
5523,Additive,62,71,15.76
5524,Additive,85,29,48.96
5525,Associative,37,23,14.16
5526,Associative,6,34,47.86
5527,Additive,71,84,46.73
5528,Additive,26,15,88.53
5529,Associative,8,97,30.32
5530,Additive,73,53,56.5
5531,Additive,91,17,74.61
5532,Associative,4,64,60.0
5533,Additive,21,84,95.45
5534,Associative,31,61,60.63
5535,Additive,21,57,90.28
5536,Associative,25,77,25.26
5537,Additive,15,88,56.51
5538,Associative,35,37,54.79
5539,Additive,49,7,98.96
5540,Associative,43,8,21.25
5541,Additive,41,87,14.96
5542,Additive,37,78,61.56
5543,Additive,57,68,23.15
5544,Additive,42,21,64.28
5545,Additive,47,61,97.28
5546,Additive,92,74,94.7
5547,Additive,61,86,23.88
5548,Additive,14,94,17.92
5549,Additive,68,94,56.51
5550,Associative,53,80,59.09
5551,Associative,84,75,66.56
5552,Additive,34,86,74.41
5553,Associative,76,29,60.49
5554,Additive,97,25,12.06
5555,Additive,24,58,79.23
5556,Associative,20,14,8.87
5557,Additive,69,78,2.98
5558,Additive,30,66,77.2
5559,Associative,88,54,55.29
5560,Associative,7,77,70.16
5561,Additive,36,67,38.89
5562,Associative,38,30,2.1
5563,Associative,80,18,33.77
5564,Additive,52,54,61.21
5565,Associative,15,100,23.34
5566,Associative,46,21,69.09
5567,Additive,23,53,79.65
5568,Associative,12,83,45.97
5569,Associative,93,16,87.7
5570,Additive,44,28,85.63
5571,Additive,15,4,87.93
5572,Additive,93,55,66.44
5573,Associative,49,15,31.17
5574,Additive,21,64,48.64
5575,Additive,15,65,71.34
5576,Associative,14,16,21.85
5577,Additive,42,20,74.15
5578,Additive,80,64,55.26
5579,Additive,15,33,10.51
5580,Additive,63,81,56.17
5581,Associative,68,69,7.61
5582,Additive,27,69,2.42
5583,Additive,87,58,89.07
5584,Associative,93,39,49.5
5585,Additive,53,77,54.79
5586,Associative,52,36,28.71
5587,Associative,63,94,54.73
5588,Associative,73,68,17.72
5589,Additive,53,87,74.82
5590,Associative,57,21,82.51
5591,Associative,52,63,85.73
5592,Associative,43,85,11.56
5593,Additive,7,6,56.22
5594,Additive,42,24,81.07
5595,Additive,4,53,13.69
5596,Additive,69,95,10.85
5597,Additive,5,83,81.88
5598,Additive,75,76,79.88
5599,Additive,92,78,45.42
5600,Associative,80,50,11.86
5601,Associative,41,12,52.1
5602,Associative,94,56,40.09
5603,Associative,4,15,52.34
5604,Additive,2,83,44.55
5605,Associative,67,92,57.28
5606,Associative,21,40,72.99
5607,Associative,70,41,77.71
5608,Associative,43,69,65.25
5609,Additive,82,69,20.7
5610,Additive,69,6,40.32
5611,Additive,9,87,8.05
5612,Associative,84,67,45.72
5613,Additive,28,33,97.06
5614,Associative,26,43,64.53
5615,Additive,82,21,16.31
5616,Additive,83,84,27.59
5617,Additive,3,65,7.39
5618,Additive,73,17,19.06
5619,Additive,100,93,49.3
5620,Associative,95,8,35.14
5621,Additive,49,64,21.19
5622,Associative,17,90,15.51
5623,Associative,63,28,65.95
5624,Associative,55,98,56.25
5625,Associative,23,90,84.42
5626,Associative,34,13,19.14
5627,Additive,69,13,84.95
5628,Additive,15,38,58.21
5629,Additive,47,25,27.36
5630,Additive,3,62,28.08
5631,Associative,83,23,39.65
5632,Additive,28,86,46.55
5633,Additive,3,21,9.17
5634,Associative,4,54,84.36
5635,Associative,88,63,13.03
5636,Additive,31,30,48.86
5637,Additive,45,75,38.91
5638,Associative,59,68,51.72
5639,Additive,45,97,88.86
5640,Additive,75,76,98.92
5641,Additive,37,73,3.01
5642,Additive,65,32,39.93
5643,Associative,9,75,81.94
5644,Associative,17,24,33.33
5645,Associative,65,7,65.25
5646,Additive,3,72,99.23
5647,Additive,26,97,65.03
5648,Additive,53,89,12.01
