Id;Date;Year;Month;Year_Month_Number;Year_Month_Name;Day;Day_Name;Day_Name_Short;Month_Name;Month_Name_Short;Quarter;Quarter_Name;Year_Quarter_Number;Year_Quarter_Name;Week_Number;Day_of_Year;Singular_Day;Name_Singular_Day
368;1/3/2021;2021;1;202101;2021-Jan;3;Sunday;Sun;January;Jan;1;Q1;2021Q;2021 Q1;53;3;NORMAL;NORMAL
369;1/4/2021;2021;1;202101;2021-Jan;4;Monday;Mon;January;Jan;1;Q1;2021Q;2021 Q1;1;4;NORMAL;NORMAL
370;1/5/2021;2021;1;202101;2021-Jan;5;Tuesday;Tue;January;Jan;1;Q1;2021Q;2021 Q1;1;5;NORMAL;NORMAL
371;1/6/2021;2021;1;202101;2021-Jan;6;Wednesday;Wed;January;Jan;1;Q1;2021Q;2021 Q1;1;6;NORMAL;NORMAL
372;1/7/2021;2021;1;202101;2021-Jan;7;Thursday;Thu;January;Jan;1;Q1;2021Q;2021 Q1;1;7;NORMAL;NORMAL
373;1/8/2021;2021;1;202101;2021-Jan;8;Friday;Fri;January;Jan;1;Q1;2021Q;2021 Q1;1;8;NORMAL;NORMAL
374;1/9/2021;2021;1;202101;2021-Jan;9;Saturday;Sat;January;Jan;1;Q1;2021Q;2021 Q1;1;9;NORMAL;NORMAL
375;1/10/2021;2021;1;202101;2021-Jan;10;Sunday;Sun;January;Jan;1;Q1;2021Q;2021 Q1;1;10;NORMAL;NORMAL
376;1/11/2021;2021;1;202101;2021-Jan;11;Monday;Mon;January;Jan;1;Q1;2021Q;2021 Q1;2;11;NORMAL;NORMAL
377;1/12/2021;2021;1;202101;2021-Jan;12;Tuesday;Tue;January;Jan;1;Q1;2021Q;2021 Q1;2;12;NORMAL;NORMAL
378;1/13/2021;2021;1;202101;2021-Jan;13;Wednesday;Wed;January;Jan;1;Q1;2021Q;2021 Q1;2;13;NORMAL;NORMAL
379;1/14/2021;2021;1;202101;2021-Jan;14;Thursday;Thu;January;Jan;1;Q1;2021Q;2021 Q1;2;14;NORMAL;NORMAL
380;1/15/2021;2021;1;202101;2021-Jan;15;Friday;Fri;January;Jan;1;Q1;2021Q;2021 Q1;2;15;NORMAL;NORMAL
381;1/16/2021;2021;1;202101;2021-Jan;16;Saturday;Sat;January;Jan;1;Q1;2021Q;2021 Q1;2;16;NORMAL;NORMAL
382;1/17/2021;2021;1;202101;2021-Jan;17;Sunday;Sun;January;Jan;1;Q1;2021Q;2021 Q1;2;17;NORMAL;NORMAL
383;1/18/2021;2021;1;202101;2021-Jan;18;Monday;Mon;January;Jan;1;Q1;2021Q;2021 Q1;3;18;NORMAL;NORMAL
384;1/19/2021;2021;1;202101;2021-Jan;19;Tuesday;Tue;January;Jan;1;Q1;2021Q;2021 Q1;3;19;NORMAL;NORMAL
385;1/20/2021;2021;1;202101;2021-Jan;20;Wednesday;Wed;January;Jan;1;Q1;2021Q;2021 Q1;3;20;NORMAL;NORMAL
386;1/21/2021;2021;1;202101;2021-Jan;21;Thursday;Thu;January;Jan;1;Q1;2021Q;2021 Q1;3;21;NORMAL;NORMAL
387;1/22/2021;2021;1;202101;2021-Jan;22;Friday;Fri;January;Jan;1;Q1;2021Q;2021 Q1;3;22;NORMAL;NORMAL
388;1/23/2021;2021;1;202101;2021-Jan;23;Saturday;Sat;January;Jan;1;Q1;2021Q;2021 Q1;3;23;NORMAL;NORMAL
389;1/24/2021;2021;1;202101;2021-Jan;24;Sunday;Sun;January;Jan;1;Q1;2021Q;2021 Q1;3;24;NORMAL;NORMAL
390;1/25/2021;2021;1;202101;2021-Jan;25;Monday;Mon;January;Jan;1;Q1;2021Q;2021 Q1;4;25;NORMAL;NORMAL
391;1/26/2021;2021;1;202101;2021-Jan;26;Tuesday;Tue;January;Jan;1;Q1;2021Q;2021 Q1;4;26;NORMAL;NORMAL
392;1/27/2021;2021;1;202101;2021-Jan;27;Wednesday;Wed;January;Jan;1;Q1;2021Q;2021 Q1;4;27;NORMAL;NORMAL
393;1/28/2021;2021;1;202101;2021-Jan;28;Thursday;Thu;January;Jan;1;Q1;2021Q;2021 Q1;4;28;NORMAL;NORMAL
394;1/29/2021;2021;1;202101;2021-Jan;29;Friday;Fri;January;Jan;1;Q1;2021Q;2021 Q1;4;29;NORMAL;NORMAL
395;1/30/2021;2021;1;202101;2021-Jan;30;Saturday;Sat;January;Jan;1;Q1;2021Q;2021 Q1;4;30;NORMAL;NORMAL
396;1/31/2021;2021;1;202101;2021-Jan;31;Sunday;Sun;January;Jan;1;Q1;2021Q;2021 Q1;4;31;NORMAL;NORMAL
397;2/1/2021;2021;2;202102;2021-Feb;1;Monday;Mon;February;Feb;1;Q1;2021Q;2021 Q1;5;32;NORMAL;NORMAL
398;2/2/2021;2021;2;202102;2021-Feb;2;Tuesday;Tue;February;Feb;1;Q1;2021Q;2021 Q1;5;33;NORMAL;NORMAL
399;2/3/2021;2021;2;202102;2021-Feb;3;Wednesday;Wed;February;Feb;1;Q1;2021Q;2021 Q1;5;34;NORMAL;NORMAL
400;2/4/2021;2021;2;202102;2021-Feb;4;Thursday;Thu;February;Feb;1;Q1;2021Q;2021 Q1;5;35;NORMAL;NORMAL
401;2/5/2021;2021;2;202102;2021-Feb;5;Friday;Fri;February;Feb;1;Q1;2021Q;2021 Q1;5;36;NORMAL;NORMAL
402;2/6/2021;2021;2;202102;2021-Feb;6;Saturday;Sat;February;Feb;1;Q1;2021Q;2021 Q1;5;37;NORMAL;NORMAL
403;2/7/2021;2021;2;202102;2021-Feb;7;Sunday;Sun;February;Feb;1;Q1;2021Q;2021 Q1;5;38;NORMAL;NORMAL
404;2/8/2021;2021;2;202102;2021-Feb;8;Monday;Mon;February;Feb;1;Q1;2021Q;2021 Q1;6;39;NORMAL;NORMAL
405;2/9/2021;2021;2;202102;2021-Feb;9;Tuesday;Tue;February;Feb;1;Q1;2021Q;2021 Q1;6;40;NORMAL;NORMAL
406;2/10/2021;2021;2;202102;2021-Feb;10;Wednesday;Wed;February;Feb;1;Q1;2021Q;2021 Q1;6;41;NORMAL;NORMAL
407;2/11/2021;2021;2;202102;2021-Feb;11;Thursday;Thu;February;Feb;1;Q1;2021Q;2021 Q1;6;42;NORMAL;NORMAL
408;2/12/2021;2021;2;202102;2021-Feb;12;Friday;Fri;February;Feb;1;Q1;2021Q;2021 Q1;6;43;NORMAL;NORMAL
409;2/13/2021;2021;2;202102;2021-Feb;13;Saturday;Sat;February;Feb;1;Q1;2021Q;2021 Q1;6;44;NORMAL;NORMAL
410;2/14/2021;2021;2;202102;2021-Feb;14;Sunday;Sun;February;Feb;1;Q1;2021Q;2021 Q1;6;45;SINGULAR;Valentine's Day
411;2/15/2021;2021;2;202102;2021-Feb;15;Monday;Mon;February;Feb;1;Q1;2021Q;2021 Q1;7;46;NORMAL;NORMAL
412;2/16/2021;2021;2;202102;2021-Feb;16;Tuesday;Tue;February;Feb;1;Q1;2021Q;2021 Q1;7;47;NORMAL;NORMAL
413;2/17/2021;2021;2;202102;2021-Feb;17;Wednesday;Wed;February;Feb;1;Q1;2021Q;2021 Q1;7;48;NORMAL;NORMAL
414;2/18/2021;2021;2;202102;2021-Feb;18;Thursday;Thu;February;Feb;1;Q1;2021Q;2021 Q1;7;49;NORMAL;NORMAL
415;2/19/2021;2021;2;202102;2021-Feb;19;Friday;Fri;February;Feb;1;Q1;2021Q;2021 Q1;7;50;NORMAL;NORMAL
416;2/20/2021;2021;2;202102;2021-Feb;20;Saturday;Sat;February;Feb;1;Q1;2021Q;2021 Q1;7;51;NORMAL;NORMAL
417;2/21/2021;2021;2;202102;2021-Feb;21;Sunday;Sun;February;Feb;1;Q1;2021Q;2021 Q1;7;52;NORMAL;NORMAL
418;2/22/2021;2021;2;202102;2021-Feb;22;Monday;Mon;February;Feb;1;Q1;2021Q;2021 Q1;8;53;NORMAL;NORMAL
419;2/23/2021;2021;2;202102;2021-Feb;23;Tuesday;Tue;February;Feb;1;Q1;2021Q;2021 Q1;8;54;NORMAL;NORMAL
420;2/24/2021;2021;2;202102;2021-Feb;24;Wednesday;Wed;February;Feb;1;Q1;2021Q;2021 Q1;8;55;NORMAL;NORMAL
421;2/25/2021;2021;2;202102;2021-Feb;25;Thursday;Thu;February;Feb;1;Q1;2021Q;2021 Q1;8;56;NORMAL;NORMAL
422;2/26/2021;2021;2;202102;2021-Feb;26;Friday;Fri;February;Feb;1;Q1;2021Q;2021 Q1;8;57;NORMAL;NORMAL
423;2/27/2021;2021;2;202102;2021-Feb;27;Saturday;Sat;February;Feb;1;Q1;2021Q;2021 Q1;8;58;NORMAL;NORMAL
424;2/28/2021;2021;2;202102;2021-Feb;28;Sunday;Sun;February;Feb;1;Q1;2021Q;2021 Q1;8;59;NORMAL;NORMAL
425;3/1/2021;2021;3;202103;2021-Mar;1;Monday;Mon;March;Mar;1;Q1;2021Q;2021 Q1;9;60;NORMAL;NORMAL
426;3/2/2021;2021;3;202103;2021-Mar;2;Tuesday;Tue;March;Mar;1;Q1;2021Q;2021 Q1;9;61;NORMAL;NORMAL
427;3/3/2021;2021;3;202103;2021-Mar;3;Wednesday;Wed;March;Mar;1;Q1;2021Q;2021 Q1;9;62;NORMAL;NORMAL
428;3/4/2021;2021;3;202103;2021-Mar;4;Thursday;Thu;March;Mar;1;Q1;2021Q;2021 Q1;9;63;NORMAL;NORMAL
429;3/5/2021;2021;3;202103;2021-Mar;5;Friday;Fri;March;Mar;1;Q1;2021Q;2021 Q1;9;64;NORMAL;NORMAL
430;3/6/2021;2021;3;202103;2021-Mar;6;Saturday;Sat;March;Mar;1;Q1;2021Q;2021 Q1;9;65;NORMAL;NORMAL
431;3/7/2021;2021;3;202103;2021-Mar;7;Sunday;Sun;March;Mar;1;Q1;2021Q;2021 Q1;9;66;NORMAL;NORMAL
432;3/8/2021;2021;3;202103;2021-Mar;8;Monday;Mon;March;Mar;1;Q1;2021Q;2021 Q1;10;67;NORMAL;NORMAL
433;3/9/2021;2021;3;202103;2021-Mar;9;Tuesday;Tue;March;Mar;1;Q1;2021Q;2021 Q1;10;68;NORMAL;NORMAL
434;3/10/2021;2021;3;202103;2021-Mar;10;Wednesday;Wed;March;Mar;1;Q1;2021Q;2021 Q1;10;69;NORMAL;NORMAL
435;3/11/2021;2021;3;202103;2021-Mar;11;Thursday;Thu;March;Mar;1;Q1;2021Q;2021 Q1;10;70;NORMAL;NORMAL
436;3/12/2021;2021;3;202103;2021-Mar;12;Friday;Fri;March;Mar;1;Q1;2021Q;2021 Q1;10;71;NORMAL;NORMAL
437;3/13/2021;2021;3;202103;2021-Mar;13;Saturday;Sat;March;Mar;1;Q1;2021Q;2021 Q1;10;72;NORMAL;NORMAL
438;3/14/2021;2021;3;202103;2021-Mar;14;Sunday;Sun;March;Mar;1;Q1;2021Q;2021 Q1;10;73;NORMAL;NORMAL
439;3/15/2021;2021;3;202103;2021-Mar;15;Monday;Mon;March;Mar;1;Q1;2021Q;2021 Q1;11;74;NORMAL;NORMAL
440;3/16/2021;2021;3;202103;2021-Mar;16;Tuesday;Tue;March;Mar;1;Q1;2021Q;2021 Q1;11;75;NORMAL;NORMAL
441;3/17/2021;2021;3;202103;2021-Mar;17;Wednesday;Wed;March;Mar;1;Q1;2021Q;2021 Q1;11;76;NORMAL;NORMAL
442;3/18/2021;2021;3;202103;2021-Mar;18;Thursday;Thu;March;Mar;1;Q1;2021Q;2021 Q1;11;77;NORMAL;NORMAL
443;3/19/2021;2021;3;202103;2021-Mar;19;Friday;Fri;March;Mar;1;Q1;2021Q;2021 Q1;11;78;NORMAL;NORMAL
444;3/20/2021;2021;3;202103;2021-Mar;20;Saturday;Sat;March;Mar;1;Q1;2021Q;2021 Q1;11;79;NORMAL;NORMAL
445;3/21/2021;2021;3;202103;2021-Mar;21;Sunday;Sun;March;Mar;1;Q1;2021Q;2021 Q1;11;80;NORMAL;NORMAL
446;3/22/2021;2021;3;202103;2021-Mar;22;Monday;Mon;March;Mar;1;Q1;2021Q;2021 Q1;12;81;NORMAL;NORMAL
447;3/23/2021;2021;3;202103;2021-Mar;23;Tuesday;Tue;March;Mar;1;Q1;2021Q;2021 Q1;12;82;NORMAL;NORMAL
448;3/24/2021;2021;3;202103;2021-Mar;24;Wednesday;Wed;March;Mar;1;Q1;2021Q;2021 Q1;12;83;NORMAL;NORMAL
449;3/25/2021;2021;3;202103;2021-Mar;25;Thursday;Thu;March;Mar;1;Q1;2021Q;2021 Q1;12;84;NORMAL;NORMAL
450;3/26/2021;2021;3;202103;2021-Mar;26;Friday;Fri;March;Mar;1;Q1;2021Q;2021 Q1;12;85;NORMAL;NORMAL
451;3/27/2021;2021;3;202103;2021-Mar;27;Saturday;Sat;March;Mar;1;Q1;2021Q;2021 Q1;12;86;NORMAL;NORMAL
452;3/28/2021;2021;3;202103;2021-Mar;28;Sunday;Sun;March;Mar;1;Q1;2021Q;2021 Q1;12;87;NORMAL;NORMAL
453;3/29/2021;2021;3;202103;2021-Mar;29;Monday;Mon;March;Mar;1;Q1;2021Q;2021 Q1;13;88;NORMAL;NORMAL
454;3/30/2021;2021;3;202103;2021-Mar;30;Tuesday;Tue;March;Mar;1;Q1;2021Q;2021 Q1;13;89;NORMAL;NORMAL
455;3/31/2021;2021;3;202103;2021-Mar;31;Wednesday;Wed;March;Mar;1;Q1;2021Q;2021 Q1;13;90;NORMAL;NORMAL
456;4/1/2021;2021;4;202104;2021-Apr;1;Thursday;Thu;April;Apr;2;Q2;2021Q;2021 Q2;13;91;NORMAL;NORMAL
457;4/2/2021;2021;4;202104;2021-Apr;2;Friday;Fri;April;Apr;2;Q2;2021Q;2021 Q2;13;92;NORMAL;NORMAL
458;4/3/2021;2021;4;202104;2021-Apr;3;Saturday;Sat;April;Apr;2;Q2;2021Q;2021 Q2;13;93;NORMAL;NORMAL
459;4/4/2021;2021;4;202104;2021-Apr;4;Sunday;Sun;April;Apr;2;Q2;2021Q;2021 Q2;13;94;NORMAL;NORMAL
460;4/5/2021;2021;4;202104;2021-Apr;5;Monday;Mon;April;Apr;2;Q2;2021Q;2021 Q2;14;95;NORMAL;NORMAL
461;4/6/2021;2021;4;202104;2021-Apr;6;Tuesday;Tue;April;Apr;2;Q2;2021Q;2021 Q2;14;96;NORMAL;NORMAL
462;4/7/2021;2021;4;202104;2021-Apr;7;Wednesday;Wed;April;Apr;2;Q2;2021Q;2021 Q2;14;97;NORMAL;NORMAL
463;4/8/2021;2021;4;202104;2021-Apr;8;Thursday;Thu;April;Apr;2;Q2;2021Q;2021 Q2;14;98;NORMAL;NORMAL
464;4/9/2021;2021;4;202104;2021-Apr;9;Friday;Fri;April;Apr;2;Q2;2021Q;2021 Q2;14;99;NORMAL;NORMAL
465;4/10/2021;2021;4;202104;2021-Apr;10;Saturday;Sat;April;Apr;2;Q2;2021Q;2021 Q2;14;100;NORMAL;NORMAL
466;4/11/2021;2021;4;202104;2021-Apr;11;Sunday;Sun;April;Apr;2;Q2;2021Q;2021 Q2;14;101;NORMAL;NORMAL
467;4/12/2021;2021;4;202104;2021-Apr;12;Monday;Mon;April;Apr;2;Q2;2021Q;2021 Q2;15;102;NORMAL;NORMAL
468;4/13/2021;2021;4;202104;2021-Apr;13;Tuesday;Tue;April;Apr;2;Q2;2021Q;2021 Q2;15;103;NORMAL;NORMAL
469;4/14/2021;2021;4;202104;2021-Apr;14;Wednesday;Wed;April;Apr;2;Q2;2021Q;2021 Q2;15;104;NORMAL;NORMAL
470;4/15/2021;2021;4;202104;2021-Apr;15;Thursday;Thu;April;Apr;2;Q2;2021Q;2021 Q2;15;105;NORMAL;NORMAL
471;4/16/2021;2021;4;202104;2021-Apr;16;Friday;Fri;April;Apr;2;Q2;2021Q;2021 Q2;15;106;NORMAL;NORMAL
472;4/17/2021;2021;4;202104;2021-Apr;17;Saturday;Sat;April;Apr;2;Q2;2021Q;2021 Q2;15;107;NORMAL;NORMAL
473;4/18/2021;2021;4;202104;2021-Apr;18;Sunday;Sun;April;Apr;2;Q2;2021Q;2021 Q2;15;108;NORMAL;NORMAL
474;4/19/2021;2021;4;202104;2021-Apr;19;Monday;Mon;April;Apr;2;Q2;2021Q;2021 Q2;16;109;NORMAL;NORMAL
475;4/20/2021;2021;4;202104;2021-Apr;20;Tuesday;Tue;April;Apr;2;Q2;2021Q;2021 Q2;16;110;NORMAL;NORMAL
476;4/21/2021;2021;4;202104;2021-Apr;21;Wednesday;Wed;April;Apr;2;Q2;2021Q;2021 Q2;16;111;NORMAL;NORMAL
477;4/22/2021;2021;4;202104;2021-Apr;22;Thursday;Thu;April;Apr;2;Q2;2021Q;2021 Q2;16;112;NORMAL;NORMAL
478;4/23/2021;2021;4;202104;2021-Apr;23;Friday;Fri;April;Apr;2;Q2;2021Q;2021 Q2;16;113;NORMAL;NORMAL
479;4/24/2021;2021;4;202104;2021-Apr;24;Saturday;Sat;April;Apr;2;Q2;2021Q;2021 Q2;16;114;NORMAL;NORMAL
480;4/25/2021;2021;4;202104;2021-Apr;25;Sunday;Sun;April;Apr;2;Q2;2021Q;2021 Q2;16;115;NORMAL;NORMAL
481;4/26/2021;2021;4;202104;2021-Apr;26;Monday;Mon;April;Apr;2;Q2;2021Q;2021 Q2;17;116;NORMAL;NORMAL
482;4/27/2021;2021;4;202104;2021-Apr;27;Tuesday;Tue;April;Apr;2;Q2;2021Q;2021 Q2;17;117;NORMAL;NORMAL
483;4/28/2021;2021;4;202104;2021-Apr;28;Wednesday;Wed;April;Apr;2;Q2;2021Q;2021 Q2;17;118;NORMAL;NORMAL
484;4/29/2021;2021;4;202104;2021-Apr;29;Thursday;Thu;April;Apr;2;Q2;2021Q;2021 Q2;17;119;NORMAL;NORMAL
485;4/30/2021;2021;4;202104;2021-Apr;30;Friday;Fri;April;Apr;2;Q2;2021Q;2021 Q2;17;120;NORMAL;NORMAL
486;5/1/2021;2021;5;202105;2021-May;1;Saturday;Sat;May;May;2;Q2;2021Q;2021 Q2;17;121;NORMAL;NORMAL
487;5/2/2021;2021;5;202105;2021-May;2;Sunday;Sun;May;May;2;Q2;2021Q;2021 Q2;17;122;NORMAL;NORMAL
488;5/3/2021;2021;5;202105;2021-May;3;Monday;Mon;May;May;2;Q2;2021Q;2021 Q2;18;123;NORMAL;NORMAL
489;5/4/2021;2021;5;202105;2021-May;4;Tuesday;Tue;May;May;2;Q2;2021Q;2021 Q2;18;124;NORMAL;NORMAL
490;5/5/2021;2021;5;202105;2021-May;5;Wednesday;Wed;May;May;2;Q2;2021Q;2021 Q2;18;125;NORMAL;NORMAL
491;5/6/2021;2021;5;202105;2021-May;6;Thursday;Thu;May;May;2;Q2;2021Q;2021 Q2;18;126;NORMAL;NORMAL
492;5/7/2021;2021;5;202105;2021-May;7;Friday;Fri;May;May;2;Q2;2021Q;2021 Q2;18;127;NORMAL;NORMAL
493;5/8/2021;2021;5;202105;2021-May;8;Saturday;Sat;May;May;2;Q2;2021Q;2021 Q2;18;128;NORMAL;NORMAL
494;5/9/2021;2021;5;202105;2021-May;9;Sunday;Sun;May;May;2;Q2;2021Q;2021 Q2;18;129;SINGULAR;Mother's Day
495;5/10/2021;2021;5;202105;2021-May;10;Monday;Mon;May;May;2;Q2;2021Q;2021 Q2;19;130;NORMAL;NORMAL
496;5/11/2021;2021;5;202105;2021-May;11;Tuesday;Tue;May;May;2;Q2;2021Q;2021 Q2;19;131;NORMAL;NORMAL
497;5/12/2021;2021;5;202105;2021-May;12;Wednesday;Wed;May;May;2;Q2;2021Q;2021 Q2;19;132;NORMAL;NORMAL
498;5/13/2021;2021;5;202105;2021-May;13;Thursday;Thu;May;May;2;Q2;2021Q;2021 Q2;19;133;NORMAL;NORMAL
499;5/14/2021;2021;5;202105;2021-May;14;Friday;Fri;May;May;2;Q2;2021Q;2021 Q2;19;134;NORMAL;NORMAL
500;5/15/2021;2021;5;202105;2021-May;15;Saturday;Sat;May;May;2;Q2;2021Q;2021 Q2;19;135;NORMAL;NORMAL
501;5/16/2021;2021;5;202105;2021-May;16;Sunday;Sun;May;May;2;Q2;2021Q;2021 Q2;19;136;NORMAL;NORMAL
502;5/17/2021;2021;5;202105;2021-May;17;Monday;Mon;May;May;2;Q2;2021Q;2021 Q2;20;137;NORMAL;NORMAL
503;5/18/2021;2021;5;202105;2021-May;18;Tuesday;Tue;May;May;2;Q2;2021Q;2021 Q2;20;138;NORMAL;NORMAL
504;5/19/2021;2021;5;202105;2021-May;19;Wednesday;Wed;May;May;2;Q2;2021Q;2021 Q2;20;139;NORMAL;NORMAL
505;5/20/2021;2021;5;202105;2021-May;20;Thursday;Thu;May;May;2;Q2;2021Q;2021 Q2;20;140;NORMAL;NORMAL
506;5/21/2021;2021;5;202105;2021-May;21;Friday;Fri;May;May;2;Q2;2021Q;2021 Q2;20;141;NORMAL;NORMAL
507;5/22/2021;2021;5;202105;2021-May;22;Saturday;Sat;May;May;2;Q2;2021Q;2021 Q2;20;142;NORMAL;NORMAL
508;5/23/2021;2021;5;202105;2021-May;23;Sunday;Sun;May;May;2;Q2;2021Q;2021 Q2;20;143;NORMAL;NORMAL
509;5/24/2021;2021;5;202105;2021-May;24;Monday;Mon;May;May;2;Q2;2021Q;2021 Q2;21;144;NORMAL;NORMAL
510;5/25/2021;2021;5;202105;2021-May;25;Tuesday;Tue;May;May;2;Q2;2021Q;2021 Q2;21;145;NORMAL;NORMAL
511;5/26/2021;2021;5;202105;2021-May;26;Wednesday;Wed;May;May;2;Q2;2021Q;2021 Q2;21;146;NORMAL;NORMAL
512;5/27/2021;2021;5;202105;2021-May;27;Thursday;Thu;May;May;2;Q2;2021Q;2021 Q2;21;147;NORMAL;NORMAL
513;5/28/2021;2021;5;202105;2021-May;28;Friday;Fri;May;May;2;Q2;2021Q;2021 Q2;21;148;NORMAL;NORMAL
514;5/29/2021;2021;5;202105;2021-May;29;Saturday;Sat;May;May;2;Q2;2021Q;2021 Q2;21;149;NORMAL;NORMAL
515;5/30/2021;2021;5;202105;2021-May;30;Sunday;Sun;May;May;2;Q2;2021Q;2021 Q2;21;150;NORMAL;NORMAL
516;5/31/2021;2021;5;202105;2021-May;31;Monday;Mon;May;May;2;Q2;2021Q;2021 Q2;22;151;NORMAL;NORMAL
517;6/1/2021;2021;6;202106;2021-Jun;1;Tuesday;Tue;June;Jun;2;Q2;2021Q;2021 Q2;22;152;NORMAL;NORMAL
518;6/2/2021;2021;6;202106;2021-Jun;2;Wednesday;Wed;June;Jun;2;Q2;2021Q;2021 Q2;22;153;NORMAL;NORMAL
519;6/3/2021;2021;6;202106;2021-Jun;3;Thursday;Thu;June;Jun;2;Q2;2021Q;2021 Q2;22;154;NORMAL;NORMAL
520;6/4/2021;2021;6;202106;2021-Jun;4;Friday;Fri;June;Jun;2;Q2;2021Q;2021 Q2;22;155;NORMAL;NORMAL
521;6/5/2021;2021;6;202106;2021-Jun;5;Saturday;Sat;June;Jun;2;Q2;2021Q;2021 Q2;22;156;NORMAL;NORMAL
522;6/6/2021;2021;6;202106;2021-Jun;6;Sunday;Sun;June;Jun;2;Q2;2021Q;2021 Q2;22;157;NORMAL;NORMAL
523;6/7/2021;2021;6;202106;2021-Jun;7;Monday;Mon;June;Jun;2;Q2;2021Q;2021 Q2;23;158;NORMAL;NORMAL
524;6/8/2021;2021;6;202106;2021-Jun;8;Tuesday;Tue;June;Jun;2;Q2;2021Q;2021 Q2;23;159;NORMAL;NORMAL
525;6/9/2021;2021;6;202106;2021-Jun;9;Wednesday;Wed;June;Jun;2;Q2;2021Q;2021 Q2;23;160;NORMAL;NORMAL
526;6/10/2021;2021;6;202106;2021-Jun;10;Thursday;Thu;June;Jun;2;Q2;2021Q;2021 Q2;23;161;NORMAL;NORMAL
527;6/11/2021;2021;6;202106;2021-Jun;11;Friday;Fri;June;Jun;2;Q2;2021Q;2021 Q2;23;162;NORMAL;NORMAL
528;6/12/2021;2021;6;202106;2021-Jun;12;Saturday;Sat;June;Jun;2;Q2;2021Q;2021 Q2;23;163;NORMAL;NORMAL
529;6/13/2021;2021;6;202106;2021-Jun;13;Sunday;Sun;June;Jun;2;Q2;2021Q;2021 Q2;23;164;NORMAL;NORMAL
530;6/14/2021;2021;6;202106;2021-Jun;14;Monday;Mon;June;Jun;2;Q2;2021Q;2021 Q2;24;165;NORMAL;NORMAL
531;6/15/2021;2021;6;202106;2021-Jun;15;Tuesday;Tue;June;Jun;2;Q2;2021Q;2021 Q2;24;166;NORMAL;NORMAL
532;6/16/2021;2021;6;202106;2021-Jun;16;Wednesday;Wed;June;Jun;2;Q2;2021Q;2021 Q2;24;167;NORMAL;NORMAL
533;6/17/2021;2021;6;202106;2021-Jun;17;Thursday;Thu;June;Jun;2;Q2;2021Q;2021 Q2;24;168;NORMAL;NORMAL
534;6/18/2021;2021;6;202106;2021-Jun;18;Friday;Fri;June;Jun;2;Q2;2021Q;2021 Q2;24;169;NORMAL;NORMAL
535;6/19/2021;2021;6;202106;2021-Jun;19;Saturday;Sat;June;Jun;2;Q2;2021Q;2021 Q2;24;170;NORMAL;NORMAL
536;6/20/2021;2021;6;202106;2021-Jun;20;Sunday;Sun;June;Jun;2;Q2;2021Q;2021 Q2;24;171;NORMAL;NORMAL
537;6/21/2021;2021;6;202106;2021-Jun;21;Monday;Mon;June;Jun;2;Q2;2021Q;2021 Q2;25;172;NORMAL;NORMAL
538;6/22/2021;2021;6;202106;2021-Jun;22;Tuesday;Tue;June;Jun;2;Q2;2021Q;2021 Q2;25;173;NORMAL;NORMAL
539;6/23/2021;2021;6;202106;2021-Jun;23;Wednesday;Wed;June;Jun;2;Q2;2021Q;2021 Q2;25;174;NORMAL;NORMAL
540;6/24/2021;2021;6;202106;2021-Jun;24;Thursday;Thu;June;Jun;2;Q2;2021Q;2021 Q2;25;175;NORMAL;NORMAL
541;6/25/2021;2021;6;202106;2021-Jun;25;Friday;Fri;June;Jun;2;Q2;2021Q;2021 Q2;25;176;NORMAL;NORMAL
542;6/26/2021;2021;6;202106;2021-Jun;26;Saturday;Sat;June;Jun;2;Q2;2021Q;2021 Q2;25;177;NORMAL;NORMAL
543;6/27/2021;2021;6;202106;2021-Jun;27;Sunday;Sun;June;Jun;2;Q2;2021Q;2021 Q2;25;178;NORMAL;NORMAL
544;6/28/2021;2021;6;202106;2021-Jun;28;Monday;Mon;June;Jun;2;Q2;2021Q;2021 Q2;26;179;NORMAL;NORMAL
545;6/29/2021;2021;6;202106;2021-Jun;29;Tuesday;Tue;June;Jun;2;Q2;2021Q;2021 Q2;26;180;NORMAL;NORMAL
546;6/30/2021;2021;6;202106;2021-Jun;30;Wednesday;Wed;June;Jun;2;Q2;2021Q;2021 Q2;26;181;NORMAL;NORMAL
547;7/1/2021;2021;7;202107;2021-Jul;1;Thursday;Thu;July;Jul;3;Q3;2021Q;2021 Q3;26;182;NORMAL;NORMAL
548;7/2/2021;2021;7;202107;2021-Jul;2;Friday;Fri;July;Jul;3;Q3;2021Q;2021 Q3;26;183;NORMAL;NORMAL
549;7/3/2021;2021;7;202107;2021-Jul;3;Saturday;Sat;July;Jul;3;Q3;2021Q;2021 Q3;26;184;NORMAL;NORMAL
550;7/4/2021;2021;7;202107;2021-Jul;4;Sunday;Sun;July;Jul;3;Q3;2021Q;2021 Q3;26;185;SINGULAR;Independence Day
551;7/5/2021;2021;7;202107;2021-Jul;5;Monday;Mon;July;Jul;3;Q3;2021Q;2021 Q3;27;186;NORMAL;NORMAL
552;7/6/2021;2021;7;202107;2021-Jul;6;Tuesday;Tue;July;Jul;3;Q3;2021Q;2021 Q3;27;187;NORMAL;NORMAL
553;7/7/2021;2021;7;202107;2021-Jul;7;Wednesday;Wed;July;Jul;3;Q3;2021Q;2021 Q3;27;188;NORMAL;NORMAL
